0.524,1.23,-0.589,2.129,-1.934,2.48
0.508,1.252,-0.589,2.189,-2.055,2.479
0.498,1.273,-0.589,2.244,-2.154,2.479
0.497,1.296,-0.589,2.302,-2.217,2.479
0.498,1.319,-0.589,2.351,-2.224,2.477
0.505,1.347,-0.589,2.391,-2.218,2.477
0.524,1.377,-0.589,2.404,-2.217,2.474
0.552,1.41,-0.589,2.407,-2.215,2.47
0.589,1.442,-0.589,2.401,-2.215,2.47
0.624,1.468,-0.589,2.378,-2.215,2.47
0.661,1.496,-0.589,2.35,-2.2,2.47
0.692,1.52,-0.589,2.319,-2.138,2.47
0.71,1.529,-0.59,2.267,-2.028,2.47
0.727,1.525,-0.594,2.223,-1.879,2.47
0.744,1.511,-0.607,2.137,-1.739,2.471
0.758,1.505,-0.627,2.022,-1.609,2.47
0.768,1.5,-0.638,1.927,-1.486,2.47
0.771,1.492,-0.647,1.887,-1.379,2.47
0.771,1.485,-0.649,1.873,-1.334,2.47
0.77,1.483,-0.638,1.877,-1.351,2.47
0.761,1.483,-0.618,1.879,-1.373,2.47
0.752,1.483,-0.584,1.867,-1.376,2.47
0.75,1.479,-0.54,1.838,-1.36,2.47
0.749,1.463,-0.488,1.813,-1.334,2.47
0.749,1.431,-0.429,1.804,-1.319,2.47
0.749,1.387,-0.357,1.813,-1.318,2.47
0.749,1.331,-0.278,1.825,-1.324,2.47
0.749,1.267,-0.186,1.83,-1.327,2.47
0.749,1.196,-0.083,1.833,-1.33,2.47
0.75,1.124,0.021,1.828,-1.331,2.47
0.75,1.046,0.126,1.821,-1.331,2.47
0.75,0.969,0.23,1.813,-1.331,2.47
0.75,0.897,0.327,1.805,-1.33,2.47
0.75,0.831,0.42,1.796,-1.33,2.47
0.75,0.768,0.509,1.789,-1.33,2.47
0.75,0.712,0.598,1.77,-1.334,2.47
0.752,0.656,0.687,1.735,-1.342,2.47
0.752,0.601,0.778,1.69,-1.35,2.47
0.752,0.552,0.876,1.635,-1.354,2.47
0.752,0.505,0.972,1.571,-1.356,2.47
0.752,0.463,1.069,1.494,-1.356,2.47
0.752,0.429,1.164,1.414,-1.356,2.47
0.752,0.399,1.253,1.33,-1.356,2.47
0.752,0.374,1.331,1.245,-1.354,2.47
0.752,0.359,1.4,1.173,-1.354,2.47
0.752,0.35,1.462,1.104,-1.356,2.47
0.752,0.35,1.513,1.032,-1.358,2.47
0.752,0.35,1.566,0.945,-1.365,2.47
0.75,0.351,1.612,0.87,-1.379,2.47
0.744,0.351,1.654,0.802,-1.402,2.47
0.738,0.351,1.695,0.727,-1.433,2.47
0.736,0.351,1.735,0.655,-1.474,2.47
0.736,0.351,1.77,0.589,-1.514,2.47
0.736,0.351,1.805,0.529,-1.562,2.47
0.736,0.351,1.836,0.475,-1.611,2.47
0.736,0.351,1.867,0.425,-1.66,2.47
0.736,0.353,1.894,0.371,-1.712,2.47
0.736,0.353,1.924,0.314,-1.766,2.47
0.736,0.36,1.951,0.256,-1.816,2.47
0.736,0.38,1.976,0.19,-1.864,2.47
0.736,0.409,1.994,0.115,-1.907,2.47
0.736,0.451,2.005,0.028,-1.933,2.47
0.736,0.5,2.011,-0.06,-1.933,2.47
0.736,0.555,2.013,-0.121,-1.931,2.47
0.736,0.613,2.013,-0.173,-1.934,2.47
0.736,0.672,2.013,-0.219,-1.936,2.47
0.738,0.724,2.011,-0.256,-1.934,2.468
0.745,0.77,2.009,-0.287,-1.93,2.464
0.75,0.805,2.009,-0.302,-1.928,2.456
0.75,0.839,2.009,-0.317,-1.922,2.447
0.75,0.865,2.009,-0.331,-1.913,2.434
0.75,0.893,2.011,-0.339,-1.89,2.416
0.75,0.919,2.011,-0.339,-1.859,2.404
0.75,0.926,2.011,-0.341,-1.844,2.407
0.75,0.936,2.011,-0.345,-1.835,2.419
0.75,0.942,2.013,-0.348,-1.816,2.436
0.747,0.954,2.016,-0.343,-1.785,2.457
0.745,0.963,2.023,-0.334,-1.746,2.479
0.745,0.986,2.025,-0.32,-1.707,2.496
0.741,1.017,2.025,-0.304,-1.651,2.525
0.738,1.058,2.022,-0.282,-1.578,2.571
0.736,1.091,2.025,-0.284,-1.496,2.585
0.736,1.117,2.026,-0.294,-1.436,2.595
0.741,1.12,2.026,-0.307,-1.413,2.625
0.742,1.118,2.026,-0.317,-1.414,2.657
0.742,1.118,2.026,-0.325,-1.414,2.678
0.742,1.118,2.026,-0.33,-1.414,2.691
0.742,1.118,2.026,-0.333,-1.414,2.695
0.742,1.118,2.026,-0.333,-1.414,2.697
0.742,1.118,2.026,-0.333,-1.414,2.697
0.742,1.118,2.026,-0.333,-1.414,2.697
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.698
0.742,1.118,2.026,-0.333,-1.414,2.7
0.742,1.118,2.026,-0.333,-1.414,2.7
0.742,1.118,2.026,-0.333,-1.414,2.7
0.742,1.118,2.026,-0.333,-1.414,2.7
0.742,1.118,2.026,-0.333,-1.414,2.7
0.742,1.118,2.026,-0.333,-1.414,2.7
0.742,1.118,2.026,-0.333,-1.414,2.7
